Qz_A_inv,L_rlu,F_real,F_imag,F_abs,F2
0.0,0.0,774.3769327201966,-66.42985175355274,777.2210490800792,604072.5591331389
0.0002194156064806393,0.001,774.5771338885668,-64.10094051212813,777.2249783155236,604078.6669175661
0.0004388312129612786,0.002,774.7677656718017,-61.77122075732734,777.2263341124813,604080.7744379264
0.0006582468194419179,0.003,774.9488244063828,-59.44073670627415,777.2251164424753,604078.8816290193
0.0008776624259225572,0.004,775.1203066468233,-57.1095325937779,777.2213252924454,604072.9884893452
0.0010970780324031965,0.005,775.2822091657587,-54.77765267121293,777.2149606647489,604063.0950811072
0.0013164936388838358,0.006,775.4345289540273,-52.44514120539781,777.2060225771596,604049.2015302083
0.0015359092453644748,0.007,775.5772632207498,-50.112042477474006,777.1945110628693,604031.3080262524
0.0017553248518451144,0.008,775.7104093933981,-47.77840078178415,777.1804261704858,604009.4148225379
0.0019747404583257537,0.009000000000000001,775.8339651178624,-45.44426042475005,777.1637679640354,603983.5222360571
0.002194156064806393,0.01,775.9479282585087,-43.10966572375024,777.1445365229592,603953.6306474851
0.002413571671287032,0.011,776.0522968982334,-40.774661005997274,777.122731942116,603919.740501178
0.0026329872777676715,0.012,776.1470693385102,-38.439290607414854,777.0983543317793,603881.8523051597
0.0028524028842483113,0.013000000000000001,776.2322440994315,-36.10359887151458,777.0714038176379,603839.9666311145
0.0030718184907289497,0.014,776.3078199197436,-33.76763014827251,777.0418805407953,603794.0841143756
0.003291234097209589,0.015,776.3737957568769,-31.43142879300572,777.0097846577678,603744.2054539106
0.0035106497036902287,0.016,776.4301707869687,-29.095039165248455,776.975116340484,603690.3314123086
0.003730065310170868,0.017,776.4769444048821,-26.75850562762843,776.9378757762851,603632.4628157662
0.003949480916651507,0.018000000000000002,776.5141162242162,-24.421872544742904,776.8980631679211,603570.6005540672
0.004168896523132146,0.019,776.541686077313,-22.085184282034724,776.8556787335519,603504.7455805676
0.004388312129612786,0.02,776.5596540152566,-19.748485204668427,776.8107227067441,603434.898912174
0.004607727736093425,0.021,776.5680203078675,-17.41181967640631,776.7631953364707,603361.0616293242
0.004827143342574064,0.022,776.5667854436906,-15.07523205848456,776.7130968871094,603283.2348759641
0.005046558949054703,0.023,776.5559501299765,-12.73876670848947,776.6604276384397,603201.4198595241
0.005265974555535343,0.024,776.5355152926588,-10.402467979233792,776.6051878856426,603115.6178508943
0.005485390162015982,0.025,776.5054820763232,-8.066380217633219,776.5473779392978,603025.8301843986
0.0057048057684966225,0.026000000000000002,776.4658518441719,-5.73054776358307,776.4869981253815,602932.0582577663
0.0059242213749772605,0.027,776.4166261779825,-3.3950149488351684,776.4240487852652,602834.3035321039
0.006143636981457899,0.028,776.3578068780594,-1.0598260958749286,776.3585302757119,602732.5675318635
0.00636305258793854,0.029,776.2893959631806,1.2749744832011523,776.2904429688753,602626.8518448125
0.006582468194419178,0.03,776.2113956705385,3.6093424878078135,776.2197872522959,602517.1581219995
0.006801883800899817,0.031,776.123808455674,5.943233629993021,776.1465635288998,602403.4880777205
0.0070212994073804574,0.032,776.0266369924052,8.276603635559443,776.0707722169946,602285.8434894823
0.007240715013861096,0.033,775.9198841727499,10.609408245185676,775.9924137502677,602164.2261979666
0.007460130620341736,0.034,775.8035531068431,12.94160321554693,775.911488577783,602038.6381069911
0.007679546226822376,0.035,775.6776471228463,15.273144320435275,775.827997163977,601909.0811834679
0.007898961833303015,0.036000000000000004,775.5421697668544,17.603987351879482,775.7419399886571,601775.5574573653
0.008118377439783653,0.037,775.3971248027927,19.934088121264043,775.653317546998,601638.0690216641
0.008337793046264292,0.038,775.2425162123117,22.263402460448056,775.562130349537,601496.6180323123
0.008557208652744931,0.039,775.0783481946728,24.59188622288309,775.4683789221722,601351.2067081816
0.008776624259225572,0.04,774.9046251666306,26.91949528473069,775.372063806158,601201.8373310209
0.00899603986570621,0.041,774.7213517623079,29.246185545979174,775.2731855581021,601048.5122454074
0.00921545547218685,0.042,774.5285328330651,31.571912931559616,775.1717447499608,600891.2338586984
0.00943487107866749,0.043000000000000003,774.3261734473633,33.89663339246121,775.0677419690353,600730.0046409791
0.009654286685148127,0.044,774.1142788906232,36.220302906845895,774.9611778179686,600564.8271250132
0.009873702291628768,0.045,773.8928546650754,38.54287748116216,774.8520529147403,600395.7039061874
0.010093117898109407,0.046,773.6619064896078,40.864313151257946,774.7403678926628,600222.6376424584
0.010312533504590046,0.047,773.4214402996038,43.18456598349283,774.6261234003772,600045.6310542964
0.010531949111070686,0.048,773.1714622467782,45.50359207584929,774.5093201018478,599864.6869246266
0.010751364717551325,0.049,772.9119786990045,47.82134755904291,774.3899586763591,599679.8080987732
0.010970780324031964,0.05,772.6429962401376,50.13778859763191,774.2680398185103,599490.9974843982
0.011190195930512603,0.051000000000000004,772.36452166983,52.45287139112547,774.1435642382098,599298.2580514393
0.011409611536993245,0.052000000000000005,772.076562003343,54.76655217509108,774.0165326606719,599101.592832049
0.011629027143473882,0.053,771.7791244713512,57.07878722226098,773.8869458264105,598901.0049205297
0.011848442749954521,0.054,771.4722165197418,59.38953284363742,773.7548044912348,598696.497473269
0.01206785835643516,0.055,771.1558458094071,61.69874538959668,773.6201094262432,598488.0737086724
0.012287273962915799,0.056,770.8300202160326,64.00638125099228,773.4828614178186,598275.7369070965
0.012506689569396441,0.057,770.4947478298786,66.31239686025684,773.3430612676243,598059.4904107805
0.01272610517587708,0.058,770.1500369555548,68.6167486925026,773.2007097925948,597839.3376237724
0.012945520782357719,0.059000000000000004,769.7958961117914,70.91939326662094,773.0558078249343,597615.2820118617
0.013164936388838356,0.06,769.4323340312026,73.22028714638066,772.9083562121078,597387.3271025026
0.013384351995318995,0.061,769.0593596600443,75.51938694152464,772.7583558168368,597155.476484741
0.013603767601799634,0.062,768.6769821579687,77.81664930886552,772.605807517094,596919.733809141
0.013823183208280276,0.063,768.2852108977684,80.11203095337999,772.4507122060951,596680.1027877035
0.014042598814760915,0.064,767.8840554651188,82.40548862930136,772.2930707922942,596436.5871937915
0.014262014421241554,0.065,767.4735256583132,84.69697914121124,772.1328841993768,596189.1908620482
0.014481430027722193,0.066,767.0536314879919,86.98645934512919,771.9701533662541,595937.9176883178
0.014700845634202833,0.067,766.6243831768662,89.27388614960148,771.8048792470559,595682.7716295625
0.014920261240683472,0.068,766.1857911594357,91.55921651678779,771.6370628111239,595423.7567037783
0.015139676847164111,0.069,765.7378660817011,93.8424074635468,771.4667050430054,595160.8769899114
0.015359092453644752,0.07,765.2806188008706,96.12341606252,771.2938069424464,594894.1366277718
0.01557850806012539,0.07100000000000001,764.8140603850604,98.40219944321376,771.1183695243842,594623.5398179448
0.01579792366660603,0.07200000000000001,764.3382021129896,100.67871479308013,770.9403938189408,594349.0908217035
0.016017339273086666,0.073,763.8530554736706,102.95291935859578,770.7598808714164,594070.79396092
0.016236754879567307,0.074,763.3586321660906,105.22477044633911,770.5768317422796,593788.6536179696
0.016456170486047948,0.075,762.8549440988927,107.49422542406589,770.3912475071642,593502.6742356446
0.016675586092528585,0.076,762.3420033900444,109.76124172178277,770.2031292568565,593212.8603170541
0.016895001699009225,0.077,761.8198223665079,112.02577683281967,770.0124780972931,592919.2164255342
0.017114417305489862,0.078,761.2884135638984,114.28778831489952,769.819295149549,592621.7471845484
0.017333832911970503,0.079,760.7477897261417,116.54723379120685,769.6235815498329,592320.4572775923
0.017553248518451144,0.08,760.1979638051209,118.80407095145398,769.4253384494756,592015.35144809
0.01777266412493178,0.081,759.6389489603238,121.0582575529458,769.2245670149262,591706.4344993007
0.01799207973141242,0.082,759.0707585584794,123.30975142164213,769.0212684277416,591393.7112942126
0.01821149533789306,0.083,758.4934061731911,125.55851045321832,768.8154438845779,591077.1867554405
0.0184309109443737,0.084,757.9069055845644,127.8044926141241,768.6070945971833,590756.8658651235
0.018650326550854343,0.085,757.3112707788282,130.0476559426399,768.3962217923894,590432.7536648188
0.01886974215733498,0.08600000000000001,756.7065159479514,132.28795854993132,768.1828267121022,590104.8552553955
0.01908915776381562,0.08700000000000001,756.092655489253,134.52535862110204,767.9669106132935,589773.1757969264
0.019308573370296254,0.088,755.4697040050075,136.7598144162434,767.7484747679927,589437.720508579
0.019527988976776895,0.089,754.8376763020444,138.99128427148327,767.5275204632771,589098.4946685063
0.019747404583257536,0.09,754.1965873913422,141.21972660003127,767.3040490012638,588755.5036137339
0.019966820189738173,0.091,753.5464524876164,143.44509989322347,767.0780616991001,588408.7527400485
0.020186235796218813,0.092,752.8872870089032,145.66736272156294,766.8495598889538,588058.2475018821
0.02040565140269945,0.093,752.219106576137,147.88647373575986,766.6185449180052,587703.9934121995
0.02062506700918009,0.094,751.541927012722,150.1023916677679,766.3850181484368,587345.9960423798
0.02084448261566073,0.095,750.8557643440988,152.31507533181903,766.1489809574234,586984.2610220984
0.021063898222141372,0.096,750.1606347973061,154.524483625456,765.9104347371245,586618.7940392111
0.021283313828622013,0.097,749.456554800536,156.73057553056202,765.6693808946718,586249.60083963
0.02150272943510265,0.098,748.7435409826842,158.93331011438815,765.4258208521612,585876.6872272048
0.02172214504158329,0.099,748.021610172895,161.13264653057854,765.1797560466423,585500.059063599
0.021941560648063928,0.1,747.290779400101,163.32854402019308,764.9311879301083,585119.7222681667
0.02216097625454457,0.101,746.5510658925571,165.5209619127271,764.6801179694862,584735.6828178273
0.022380391861025205,0.10200000000000001,745.8024870773692,167.70985962712922,764.4265476466269,584347.9467469407
0.022599807467505846,0.10300000000000001,745.0450605800177,169.8951966728162,764.1704784582934,583956.520147177
0.02281922307398649,0.10400000000000001,744.2788042238755,172.0769326506853,763.9119119161518,583561.4091673904
0.02303863868046712,0.105,743.5037360297204,174.25502725412406,763.6508495467596,583162.6200134876
0.023258054286947764,0.106,742.7198742152432,176.42944027001744,763.3872928915561,582760.1589482984
0.023477469893428405,0.107,741.9272371945499,178.60013157975237,763.1212435068511,582354.0322914427
0.023696885499909042,0.108,741.1258435776579,180.7670611602192,762.8527029638142,581944.2464191973
0.023916301106389683,0.109,740.3157121699871,182.9301890848109,762.5816728484627,581530.8077643599
0.02413571671287032,0.11,739.4968619718488,185.08947552441958,762.308154761653,581113.7228161163
0.02435513231935096,0.111,738.6693121779231,187.24488074842918,762.032150319066,580692.9981198995
0.024574547925831598,0.112,737.833082176739,189.39636512570706,761.7536611511996,580268.6402772566
0.024793963532312238,0.113,736.9881915501411,191.5438891255911,761.472688903354,579840.6559457041
0.025013379138792882,0.114,736.1346600727578,193.6874133188751,761.1892352356223,579409.0518385915
0.02523279474527352,0.115,735.2725077114602,195.82689837879025,760.903301822877,578973.8347249562
0.02545221035175416,0.116,734.4017546248185,197.96230508198494,760.6148903547609,578535.0114293849
0.025671625958234797,0.117,733.5224211625513,200.0935943095003,760.324002535673,578092.588831866
0.025891041564715438,0.11800000000000001,732.6345278649701,202.22072704774376,760.0306400847572,577646.5738676458
0.026110457171196075,0.11900000000000001,731.7380954624203,204.3436643894592,759.7348047358909,577196.9735270822
0.026329872777676712,0.12,730.833144874715,206.46236753469367,759.4364982376717,576743.7948554971
0.026549288384157353,0.121,729.9196972105649,208.57679779176183,759.1357223534065,576287.0449530283
0.02676870399063799,0.122,728.9977737670031,210.68691657820693,758.8324788610983,575826.7309744791
0.02698811959711863,0.123,728.0673960288045,212.7926854217583,758.5267695534335,575362.8601291676
0.027207535203599267,0.124,727.1285856679003,214.89406596128657,758.2185962377703,574895.4396807749
0.02742695081007991,0.125,726.1813645427878,216.99101994775464,757.9079607361253,574424.4769471921
0.027646366416560552,0.126,725.2257546979347,219.0835092451665,757.5948648851613,573949.9793003658
0.02786578202304119,0.127,724.2617783631783,221.171495831512,757.2793105361735,573471.9541661423
0.02808519762952183,0.128,723.2894579531214,223.25494179970877,756.9612995550774,572990.4090241116
0.028304613236002467,0.129,722.3088160665206,225.33380935854103,756.6408338223956,572505.3514074502
0.028524028842483107,0.13,721.3198754856714,227.40806083359453,756.317915233244,572016.7889027605
0.028743444448963745,0.131,720.3226591757896,229.4776586681886,755.99254569732,571524.7291499145
0.028962860055444385,0.132,719.3171902843834,231.54256542430463,755.6647271388869,571029.1798418884
0.029182275661925026,0.133,718.3034921406265,233.6027437835118,755.3344614967625,570530.1487246042
0.029401691268405666,0.134,717.2815882547211,235.65815654788784,755.001750724304,570027.6435967641
0.029621106874886307,0.135,716.25150231726,237.70876664093836,754.6665967893954,569521.6723096878
0.029840522481366944,0.136,715.2132581985817,239.75453710851127,754.3290016744336,569012.2427671476
0.030059938087847585,0.137,714.1668799481206,241.79543111970798,753.988967376313,568499.3629251987
0.030279353694328222,0.138,713.1123917937541,243.83141196779184,753.6464959064135,567983.0407920157
0.030498769300808862,0.139,712.0498181411444,245.86244307109206,753.3015892905861,567463.2844277228
0.030718184907289503,0.14,710.9791835730729,247.8884879739045,752.9542495691367,566940.1019442218
